ballX,ballY,vx,vy,paddleY,deltaY,action
159.447052,89.451584,3.440447,-4.91562,95,20.548416,1
154.531433,92.892029,3.440447,-4.91562,100,22.107971,1
149.615814,96.332474,3.440447,-4.91562,105,23.667526,1
144.700195,99.772919,3.440447,-4.91562,110,25.227081,1
139.784576,103.213364,3.440447,-4.91562,115,26.786636,1
134.868958,106.653809,3.440447,-4.91562,120,28.346191,1
129.953339,110.094254,3.440447,-4.91562,125,29.905746,1
115.206482,120.415588,3.440447,-4.91562,130,24.584412,2
75.881531,147.939148,3.440447,-4.91562,130,-2.939148,1
70.965912,151.379593,3.440447,-4.91562,135,-1.379593,1
66.050293,154.820038,3.440447,-4.91562,140,0.179962,1
61.134674,158.260483,3.440447,-4.91562,145,1.739517,1
56.219055,161.700928,3.440447,-4.91562,150,3.299072,1
51.303436,165.141373,3.440447,-4.91562,155,4.858627,1
46.387817,168.581818,3.440447,-4.91562,160,6.418182,1
41.472198,172.022263,3.440447,-4.91562,165,7.977737,1
21.809717,185.784042,3.440447,-4.91562,170,-0.784042,2
302,103.084518,4.737194,-3.682254,65,-23.084518,2
224.672729,182.525604,-4.737194,-3.682254,65,-102.525604,2
169.438965,111.467636,-4.737194,-3.682254,65,-31.467636,2
165.756714,106.730438,-4.737194,-3.682254,65,-26.730438,0
162.074463,101.99324,-4.737194,-3.682254,60,-26.99324,0
158.392212,97.256042,-4.737194,-3.682254,55,-27.256042,0
154.709961,92.518845,-4.737194,-3.682254,50,-27.518845,0
151.02771,87.781647,-4.737194,-3.682254,45,-27.781647,0
147.345459,83.044449,-4.737194,-3.682254,40,-28.044449,0
143.663208,78.307251,-4.737194,-3.682254,35,-28.307251,0
139.980957,73.570053,-4.737194,-3.682254,30,-28.570053,2
106.840698,30.935299,-4.737194,-3.682254,30,14.064701,2
84.747192,2.512135,-4.737194,-3.682254,30,42.487865,2
51.606918,37.897552,4.737194,-3.682254,30,7.102448,1
47.924664,42.634747,4.737194,-3.682254,35,7.365253,1
44.242409,47.371941,4.737194,-3.682254,40,7.628059,1
40.560154,52.109135,4.737194,-3.682254,45,7.890865,1
36.877899,56.846329,4.737194,-3.682254,50,8.153671,1
33.195644,61.583523,4.737194,-3.682254,55,8.416477,1
29.51339,66.320717,4.737194,-3.682254,60,8.679283,1
25.831135,71.057907,4.737194,-3.682254,65,8.942093,1
22.14888,75.795105,4.737194,-3.682254,70,9.204895,1
18.466625,80.532303,4.737194,-3.682254,75,9.467697,1
14.784371,85.269501,4.737194,-3.682254,80,9.730499,1
11.102118,90.006699,4.737194,-3.682254,85,9.993301,1
182.453491,161.942642,0.521171,-5.977322,120,-26.942642,1
176.476166,162.463806,0.521171,-5.977322,125,-22.463806,1
170.49884,162.98497,0.521171,-5.977322,130,-17.98497,1
164.521515,163.506134,0.521171,-5.977322,135,-13.506134,1
158.544189,164.027298,0.521171,-5.977322,140,-9.027298,1
128.657562,166.633118,0.521171,-5.977322,145,-6.633118,2
104.74826,168.717773,0.521171,-5.977322,145,-8.717773,2
86.816284,170.281265,0.521171,-5.977322,145,-10.281265,2
74.861633,171.323593,0.521171,-5.977322,145,-11.323593,1
68.884308,171.844757,0.521171,-5.977322,150,-6.844757,1
62.906986,172.365921,0.521171,-5.977322,155,-2.365921,1
56.929665,172.887085,0.521171,-5.977322,160,2.112915,1
50.952343,173.408249,0.521171,-5.977322,165,6.591751,1
15.088413,176.535233,0.521171,-5.977322,170,8.464767,2
280.016724,56.238693,2.407467,-5.495826,155,113.761307,2
230.554352,77.905876,2.407467,-5.495826,155,92.094124,0
225.058533,80.313339,2.407467,-5.495826,150,84.686661,0
219.562714,82.720802,2.407467,-5.495826,145,77.279198,0
214.066895,85.128265,2.407467,-5.495826,140,69.871735,0
197.579437,92.350655,2.407467,-5.495826,135,57.649345,2
153.612885,111.610359,2.407467,-5.495826,135,38.389641,2
65.679688,150.129837,2.407467,-5.495826,135,-0.129837,2
60.183861,152.537308,2.407467,-5.495826,135,-2.537308,1
54.688034,154.944778,2.407467,-5.495826,140,0.055222,1
49.192207,157.352249,2.407467,-5.495826,145,2.647751,1
43.696381,159.75972,2.407467,-5.495826,150,5.24028,1
38.200554,162.167191,2.407467,-5.495826,155,7.832809,1
32.704727,164.574661,2.407467,-5.495826,160,10.425339,1
27.2089,166.982132,2.407467,-5.495826,165,13.017868,1
21.713074,169.389603,2.407467,-5.495826,170,15.610397,2
218.045715,15.963611,-0.198135,-5.996728,90,89.036392,0
212.048981,15.765476,-0.198135,-5.996728,85,84.234528,0
206.052246,15.567342,-0.198135,-5.996728,80,79.432655,0
200.055511,15.369207,-0.198135,-5.996728,75,74.630791,0
194.058777,15.171073,-0.198135,-5.996728,70,69.828926,0
188.062042,14.972939,-0.198135,-5.996728,65,65.027061,0
182.065308,14.774804,-0.198135,-5.996728,60,60.225197,0
176.068573,14.57667,-0.198135,-5.996728,55,55.423332,0
170.071838,14.378535,-0.198135,-5.996728,50,50.621464,0
164.075104,14.180401,-0.198135,-5.996728,45,45.819599,0
158.078369,13.982266,-0.198135,-5.996728,40,41.017735,0
152.081635,13.784132,-0.198135,-5.996728,35,36.215866,0
146.0849,13.585998,-0.198135,-5.996728,30,31.414001,0
140.088165,13.387863,-0.198135,-5.996728,25,26.612137,0
134.091431,13.189729,-0.198135,-5.996728,20,21.810272,0
128.094696,12.991594,-0.198135,-5.996728,15,17.008406,0
50.137245,10.415847,-0.198135,-5.996728,10,14.584153,0
44.140518,10.217712,-0.198135,-5.996728,5,9.782288,0
20.15361,9.425175,-0.198135,-5.996728,0,5.574825,2
302,53.940845,3.717953,-4.709228,25,-13.940845,1
297.290771,57.658798,3.717953,-4.709228,30,-12.658798,1
292.581543,61.376751,3.717953,-4.709228,35,-11.376751,1
287.872314,65.094704,3.717953,-4.709228,40,-10.094704,1
231.361572,109.710182,3.717953,-4.709228,45,-49.710182,1
226.652344,113.428139,3.717953,-4.709228,50,-48.428139,1
221.943115,117.146095,3.717953,-4.709228,55,-47.146095,1
217.233887,120.864052,3.717953,-4.709228,60,-45.864052,1
212.524658,124.582008,3.717953,-4.709228,65,-44.582008,1
207.81543,128.299957,3.717953,-4.709228,70,-43.299957,1
203.106201,132.017914,3.717953,-4.709228,75,-42.017914,1
198.396973,135.73587,3.717953,-4.709228,80,-40.73587,1
193.687744,139.453827,3.717953,-4.709228,85,-39.453827,1
188.978516,143.171783,3.717953,-4.709228,90,-38.171783,1
132.467773,187.787262,3.717953,-4.709228,95,-77.787262,2
19.446289,110.204956,-3.717953,-4.709228,95,-0.204956,1
14.737062,106.487,-3.717953,-4.709228,100,8.513,1
10.027834,102.769043,-3.717953,-4.709228,105,17.230957,0
302,0,-5.539046,-2.306289,45,60,2
296.693726,5.539046,5.539046,-3,45,54.460953,2
266.693726,60.929512,5.539046,-3,45,-0.929512,1
263.693726,66.468559,5.539046,-3,50,-1.468559,1
260.693726,72.007607,5.539046,-3,55,-2.007607,1
257.693726,77.546654,5.539046,-3,60,-2.546654,1
254.693726,83.085701,5.539046,-3,65,-3.085701,1
251.693726,88.624748,5.539046,-3,70,-3.624748,1
248.693726,94.163795,5.539046,-3,75,-4.163795,1
236.693726,116.319984,5.539046,-3,80,-21.319984,2
188.693726,180.921906,-5.539046,-3,80,-85.921906,2
152.693726,114.453339,-5.539046,-3,80,-19.453339,2
146.693726,103.375244,-5.539046,-3,80,-8.375244,0
143.693726,97.836197,-5.539046,-3,75,-7.836197,0
140.693726,92.29715,-5.539046,-3,70,-7.29715,0
137.693726,86.758102,-5.539046,-3,65,-6.758102,0
134.693726,81.219055,-5.539046,-3,60,-6.219055,0
131.693726,75.680008,-5.539046,-3,55,-5.680008,0
128.693726,70.140961,-5.539046,-3,50,-5.140961,0
125.693726,64.601913,-5.539046,-3,45,-4.601913,0
122.693726,59.062866,-5.539046,-3,40,-4.062866,0
95.693726,9.211451,-5.539046,-3,35,40.788551,0
92.693726,3.672405,-5.539046,-3,30,41.327595,0
89.693726,0,5.539046,-3,25,40,0
80.693726,16.617138,5.539046,-3,20,18.382862,2
62.693726,49.851418,5.539046,-3,20,-14.851418,1
59.693726,55.390465,5.539046,-3,25,-15.390465,1
56.693726,60.929512,5.539046,-3,30,-15.929512,1
53.693726,66.468559,5.539046,-3,35,-16.468559,1
50.693726,72.007607,5.539046,-3,40,-17.007607,1
47.693726,77.546654,5.539046,-3,45,-17.546654,1
44.693726,83.085701,5.539046,-3,50,-18.085701,1
41.693726,88.624748,5.539046,-3,55,-18.624748,1
38.693726,94.163795,5.539046,-3,60,-19.163795,1
35.693726,99.702843,5.539046,-3,65,-19.702843,1
32.693726,105.24189,5.539046,-3,70,-20.24189,1
29.693726,110.780937,5.539046,-3,75,-20.780937,1
26.693726,116.319984,5.539046,-3,80,-21.319984,1
23.693726,121.859032,5.539046,-3,85,-21.859032,1
20.693726,127.398079,5.539046,-3,90,-22.398079,1
17.693726,132.937119,5.539046,-3,95,-22.937119,1
14.693726,138.476166,5.539046,-3,100,-23.476166,1
11.693726,144.015213,5.539046,-3,105,-24.015213,1
8.693726,149.55426,5.539046,-3,110,-24.55426,1
5.693726,155.093307,5.539046,-3,115,-25.093307,1
2.693726,160.632355,5.539046,-3,120,-25.632355,1
235.184174,18.57452,3.095753,-5.13968,115,111.425476,0
230.044495,21.670273,3.095753,-5.13968,110,103.329727,0
194.066742,43.340542,3.095753,-5.13968,105,76.659454,1
188.927063,46.436295,3.095753,-5.13968,110,78.563705,1
183.787384,49.532047,3.095753,-5.13968,115,80.467957,1
178.647705,52.6278,3.095753,-5.13968,120,82.3722,1
173.508026,55.723553,3.095753,-5.13968,125,84.276443,1
168.368347,58.819305,3.095753,-5.13968,130,86.180695,1
163.228668,61.915058,3.095753,-5.13968,135,88.084946,1
158.088989,65.010811,3.095753,-5.13968,140,89.989189,1
152.94931,68.106567,3.095753,-5.13968,145,91.893433,1
96.412842,102.159889,3.095753,-5.13968,150,62.840111,2
91.273163,105.255646,3.095753,-5.13968,150,59.744354,2
75.854126,114.542915,3.095753,-5.13968,150,50.457085,1
70.714447,117.638672,3.095753,-5.13968,155,52.361328,1
65.574768,120.734428,3.095753,-5.13968,160,54.265572,1
24.457336,145.500443,3.095753,-5.13968,165,34.499557,0
19.317657,148.596191,3.095753,-5.13968,160,26.403809,0
14.177978,151.69194,3.095753,-5.13968,155,18.30806,0
254.751099,133.385956,4.527336,-3.937414,135,16.614044,2
246.876282,142.440643,4.527336,-3.937414,135,7.559357,2
227.18924,165.077362,4.527336,-3.937414,135,-15.077362,2
215.377014,178.659393,4.527336,-3.937414,135,-28.659393,2
179.940338,164.835938,-4.527336,-3.937414,135,-14.835938,2
148.441071,128.617188,-4.527336,-3.937414,135,21.382812,0
144.503662,124.089851,-4.527336,-3.937414,130,20.910149,0
140.566254,119.562515,-4.527336,-3.937414,125,20.437485,0
136.628845,115.035179,-4.527336,-3.937414,120,19.964821,0
132.691437,110.507843,-4.527336,-3.937414,115,19.492157,0
128.754028,105.980507,-4.527336,-3.937414,110,19.019493,2
124.816612,101.453171,-4.527336,-3.937414,110,23.546829,2
113.004364,87.871162,-4.527336,-3.937414,110,37.128838,2
109.066948,83.343826,-4.527336,-3.937414,110,41.656174,2
105.129532,78.81649,-4.527336,-3.937414,110,46.18351,0
101.192116,74.289154,-4.527336,-3.937414,105,45.710846,0
97.2547,69.761818,-4.527336,-3.937414,100,45.238182,0
93.317284,65.234482,-4.527336,-3.937414,95,44.765518,0
89.379868,60.707146,-4.527336,-3.937414,90,44.292854,0
85.442451,56.17981,-4.527336,-3.937414,85,43.82019,0
81.505035,51.652473,-4.527336,-3.937414,80,43.347527,0
77.567619,47.125137,-4.527336,-3.937414,75,42.874863,0
73.630203,42.597801,-4.527336,-3.937414,70,42.402199,0
69.692787,38.070465,-4.527336,-3.937414,65,41.929535,0
65.755371,33.543129,-4.527336,-3.937414,60,41.456871,0
61.817959,29.015793,-4.527336,-3.937414,55,40.984207,0
57.880547,24.488457,-4.527336,-3.937414,50,40.511543,0
53.943134,19.961121,-4.527336,-3.937414,45,40.038879,0
50.005722,15.433784,-4.527336,-3.937414,40,39.566216,0
46.06831,10.906448,-4.527336,-3.937414,35,39.093552,0
42.130898,6.379112,-4.527336,-3.937414,30,38.620888,0
26.381245,9.054672,4.527336,-3.937414,25,30.945328,1
22.44383,13.582008,4.527336,-3.937414,30,31.417992,1
18.506416,18.109344,4.527336,-3.937414,35,31.890656,1
14.569002,22.636681,4.527336,-3.937414,40,32.363319,1
284.506409,161.0056,5.454774,-2.499087,25,-121.0056,2
282.007324,166.460373,5.454774,-2.499087,25,-126.460373,2
245.511902,148.361816,-5.454774,-3,25,-108.361816,1
242.511902,142.907043,-5.454774,-3,30,-97.907043,1
239.511902,137.452271,-5.454774,-3,35,-87.452271,1
236.511902,131.997498,-5.454774,-3,40,-76.997498,1
233.511902,126.542725,-5.454774,-3,45,-66.542725,1
230.511902,121.087952,-5.454774,-3,50,-56.087952,1
218.511902,99.26886,-5.454774,-3,55,-29.26886,2
206.511902,77.449768,-5.454774,-3,55,-7.449768,2
203.511902,71.994995,-5.454774,-3,55,-1.994995,0
200.511902,66.540222,-5.454774,-3,50,-1.540222,0
197.511902,61.085449,-5.454774,-3,45,-1.085449,0
194.511902,55.630676,-5.454774,-3,40,-0.630676,0
95.511902,120.005013,5.454774,-3,35,-70.005013,1
92.511902,125.459785,5.454774,-3,40,-70.459785,1
89.511902,130.914566,5.454774,-3,45,-70.914566,1
86.511902,136.369339,5.454774,-3,50,-71.369339,1
83.511902,141.824112,5.454774,-3,55,-71.824112,1
80.511902,147.278885,5.454774,-3,60,-72.278885,1
77.511902,152.733658,5.454774,-3,65,-72.733658,1
74.511902,158.188431,5.454774,-3,70,-73.188431,1
71.511902,163.643204,5.454774,-3,75,-73.643204,1
68.511902,169.097977,5.454774,-3,80,-74.097977,1
65.511902,174.55275,5.454774,-3,85,-74.55275,1
62.511902,180.007523,5.454774,-3,90,-75.007523,1
59.511902,185.462296,5.454774,-3,95,-75.462296,1
56.511902,190.917068,5.454774,-3,100,-75.917068,1
53.511902,192,-5.454774,-3,105,-72,1
50.511902,186.545227,-5.454774,-3,110,-61.545227,1
47.511902,181.090454,-5.454774,-3,115,-51.090454,1
44.511902,175.635681,-5.454774,-3,120,-40.635681,1
41.511902,170.180908,-5.454774,-3,125,-30.180908,1
38.511902,164.726135,-5.454774,-3,130,-19.726135,1
35.511902,159.271362,-5.454774,-3,135,-9.271362,1
26.511902,142.907043,-5.454774,-3,140,12.092957,0
23.511902,137.452271,-5.454774,-3,135,12.547729,0
20.511902,131.997498,-5.454774,-3,130,13.002502,0
17.511902,126.542725,-5.454774,-3,125,13.457275,0
14.511902,121.087952,-5.454774,-3,120,13.912048,0
11.511902,115.633179,-5.454774,-3,115,14.366821,0
277.258545,107.61335,5.141525,-3.092689,105,12.38665,2
243.239044,164.17012,5.141525,-3.092689,105,-44.17012,1
240.146362,169.311646,5.141525,-3.092689,110,-44.311646,1
237.05368,174.453171,5.141525,-3.092689,115,-44.453171,1
233.960999,179.594696,5.141525,-3.092689,120,-44.594696,1
230.868317,184.736221,5.141525,-3.092689,125,-44.736221,1
227.775635,189.877747,5.141525,-3.092689,130,-44.877747,1
218.497589,181.716949,-5.141525,-3.092689,135,-31.716949,2
196.848816,145.726273,-5.141525,-3.092689,135,4.273727,2
193.756134,140.584747,-5.141525,-3.092689,135,9.415253,0
190.663452,135.443222,-5.141525,-3.092689,130,9.556778,0
187.57077,130.301697,-5.141525,-3.092689,125,9.698303,0
184.478088,125.160172,-5.141525,-3.092689,120,9.839828,0
181.385406,120.018646,-5.141525,-3.092689,115,9.981354,0
178.292725,114.877121,-5.141525,-3.092689,110,10.122879,0
175.200043,109.735596,-5.141525,-3.092689,105,10.264404,0
172.107361,104.59407,-5.141525,-3.092689,100,10.40593,0
169.014679,99.452545,-5.141525,-3.092689,95,10.547455,0
165.921997,94.31102,-5.141525,-3.092689,90,10.68898,0
162.829315,89.169495,-5.141525,-3.092689,85,10.830505,0
159.736633,84.027969,-5.141525,-3.092689,80,10.972031,0
156.643951,78.886444,-5.141525,-3.092689,75,11.113556,0
153.55127,73.744919,-5.141525,-3.092689,70,11.255081,0
150.458588,68.603394,-5.141525,-3.092689,65,11.396606,0
147.365906,63.461868,-5.141525,-3.092689,60,11.538132,0
94.79023,20.566099,5.141525,-3.092689,55,49.433899,2
88.604851,30.84915,5.141525,-3.092689,55,39.150848,2
82.419472,41.132198,5.141525,-3.092689,55,28.867802,1
79.326782,46.273724,5.141525,-3.092689,60,28.726276,1
76.234093,51.415249,5.141525,-3.092689,65,28.584751,1
73.141403,56.556774,5.141525,-3.092689,70,28.443226,1
70.048714,61.698299,5.141525,-3.092689,75,28.301701,1
66.956024,66.839821,5.141525,-3.092689,80,28.160179,1
63.863335,71.981346,5.141525,-3.092689,85,28.018654,1
60.770645,77.122871,5.141525,-3.092689,90,27.877129,1
57.677956,82.264397,5.141525,-3.092689,95,27.735603,1
54.585266,87.405922,5.141525,-3.092689,100,27.594078,1
51.492577,92.547447,5.141525,-3.092689,105,27.452553,1
48.399887,97.688972,5.141525,-3.092689,110,27.311028,1
45.307198,102.830498,5.141525,-3.092689,115,27.169502,1
42.214508,107.972023,5.141525,-3.092689,120,27.027977,1
39.121819,113.113548,5.141525,-3.092689,125,26.886452,1
36.029129,118.255074,5.141525,-3.092689,130,26.744926,1
32.93644,123.396599,5.141525,-3.092689,135,26.603401,1
29.84375,128.538116,5.141525,-3.092689,140,26.461884,1
26.75106,133.679642,5.141525,-3.092689,145,26.320358,1
23.658371,138.821167,5.141525,-3.092689,150,26.178833,1
20.565681,143.962692,5.141525,-3.092689,155,26.037308,1
17.472992,149.104218,5.141525,-3.092689,160,25.895782,1
14.380302,154.245743,5.141525,-3.092689,165,25.754257,1
299.435364,79.941925,5.42427,-2.564625,155,90.058075,2
140.578079,2.150531,-5.42427,-3,155,167.849472,0
137.578079,0,5.42427,-3,150,165,0
134.578079,5.42427,5.42427,-3,145,154.575729,0
131.578079,10.848539,5.42427,-3,140,144.151459,0
128.578079,16.272808,5.42427,-3,135,133.727188,0
125.578079,21.697079,5.42427,-3,130,123.302917,0
122.578079,27.121349,5.42427,-3,125,112.878647,0
77.578079,108.485405,5.42427,-3,120,26.514595,1
74.578079,113.909676,5.42427,-3,125,26.090324,1
71.578079,119.333946,5.42427,-3,130,25.666054,1
68.578079,124.758217,5.42427,-3,135,25.241783,1
65.578079,130.18248,5.42427,-3,140,24.81752,1
62.578079,135.60675,5.42427,-3,145,24.39325,1
59.578079,141.031021,5.42427,-3,150,23.968979,1
56.578079,146.455292,5.42427,-3,155,23.544708,1
53.578079,151.879562,5.42427,-3,160,23.120438,1
50.578079,157.303833,5.42427,-3,165,22.696167,1
17.578079,170.302917,-5.42427,-3,170,14.697083,0
14.578079,164.878647,-5.42427,-3,165,15.121353,0
11.578079,159.454376,-5.42427,-3,160,15.545624,0
294.570129,61.324879,5.465009,-2.476626,75,28.675121,2
289.616882,72.254898,5.465009,-2.476626,75,17.745102,2
272.280518,110.509979,5.465009,-2.476626,75,-20.509979,2
242.561035,176.090118,5.465009,-2.476626,75,-86.090118,2
232.131165,186.534988,-5.465009,-3,75,-96.534988,2
157.131165,49.90971,-5.465009,-3,75,40.09029,0
154.131165,44.444702,-5.465009,-3,70,40.555298,0
151.131165,38.979694,-5.465009,-3,65,41.020306,0
148.131165,33.514687,-5.465009,-3,60,41.485313,0
145.131165,28.049679,-5.465009,-3,55,41.950321,0
124.131165,5.465009,5.465009,-3,50,59.534992,2
106.131165,38.255058,5.465009,-3,50,26.744942,2
97.131165,54.650082,5.465009,-3,50,10.349918,1
94.131165,60.115089,5.465009,-3,55,9.884911,1
91.131165,65.580101,5.465009,-3,60,9.419899,1
88.131165,71.045113,5.465009,-3,65,8.954887,1
85.131165,76.510124,5.465009,-3,70,8.489876,1
82.131165,81.975136,5.465009,-3,75,8.024864,1
46.131165,147.555267,5.465009,-3,80,-52.555267,1
43.131165,153.020279,5.465009,-3,85,-53.020279,1
40.131165,158.485291,5.465009,-3,90,-53.485291,1
37.131165,163.950302,5.465009,-3,95,-53.950302,1
34.131165,169.415314,5.465009,-3,100,-54.415314,1
31.131165,174.880325,5.465009,-3,105,-54.880325,1
28.131165,180.345337,5.465009,-3,110,-55.345337,1
25.131165,185.810349,5.465009,-3,115,-55.810349,1
22.131165,191.27536,5.465009,-3,120,-56.27536,1
19.131165,192,-5.465009,-3,125,-52,1
16.131165,186.534988,-5.465009,-3,130,-41.534988,1
13.131165,181.069977,-5.465009,-3,135,-31.069977,1
10.131165,175.604965,-5.465009,-3,140,-20.604965,1
224.750702,48.424767,0.830451,-5.942252,125,91.575233,2
189.097229,53.407478,0.830451,-5.942252,125,86.592522,0
183.154984,54.23793,0.830451,-5.942252,120,80.76207,0
177.212738,55.068382,0.830451,-5.942252,115,74.931618,0
171.270493,55.898834,0.830451,-5.942252,110,69.101166,0
165.328247,56.729286,0.830451,-5.942252,105,63.270714,0
159.386002,57.559738,0.830451,-5.942252,100,57.440262,0
153.443756,58.39019,0.830451,-5.942252,95,51.60981,0
147.501511,59.220642,0.830451,-5.942252,90,45.779358,0
141.559265,60.051094,0.830451,-5.942252,85,39.948906,0
135.61702,60.881546,0.830451,-5.942252,80,34.118454,0
123.732521,62.54245,0.830451,-5.942252,75,27.45755,2
94.021255,66.69471,0.830451,-5.942252,75,23.30529,2
82.136749,68.355614,0.830451,-5.942252,75,21.644386,2
58.367737,71.677422,0.830451,-5.942252,75,18.322578,2
40.540977,74.168777,0.830451,-5.942252,75,15.831223,0
34.598724,74.999229,0.830451,-5.942252,70,10.000771,0
10.82972,78.321037,0.830451,-5.942252,65,1.678963,1
254.181381,14.064117,-0.520975,-5.977339,60,60.935883,2
200.385315,9.375341,-0.520975,-5.977339,60,65.624657,2
152.566589,5.207541,-0.520975,-5.977339,60,69.792458,2
146.589249,4.686565,-0.520975,-5.977339,60,70.313431,0
140.611908,4.16559,-0.520975,-5.977339,55,65.834412,0
134.634567,3.644615,-0.520975,-5.977339,50,61.355385,0
38.997116,4.688775,0.520975,-5.977339,45,55.311226,2
21.065098,6.2517,0.520975,-5.977339,45,53.748299,0
15.087759,6.772675,0.520975,-5.977339,40,48.227325,0
9.11042,7.29365,0.520975,-5.977339,35,42.706348,0
3.133081,7.814625,0.520975,-5.977339,30,37.185375,0
232.276855,155.871857,3.34625,-4.980222,10,-130.871857,2
222.316406,162.564362,3.34625,-4.980222,10,-137.564362,1
217.336182,165.910614,3.34625,-4.980222,15,-135.910614,1
212.355957,169.256866,3.34625,-4.980222,20,-134.256866,1
207.375732,172.603119,3.34625,-4.980222,25,-132.603119,1
202.395508,175.949371,3.34625,-4.980222,30,-130.949371,1
197.415283,179.295624,3.34625,-4.980222,35,-129.295624,1
192.435059,182.641876,3.34625,-4.980222,40,-127.641876,1
182.474609,189.334381,3.34625,-4.980222,45,-129.334381,2
147.613037,171.922485,-3.34625,-4.980222,45,-111.922485,2
87.850342,131.767456,-3.34625,-4.980222,45,-71.767456,2
82.870117,128.421204,-3.34625,-4.980222,45,-68.421204,1
77.889893,125.074951,-3.34625,-4.980222,50,-60.074951,1
72.909668,121.728699,-3.34625,-4.980222,55,-51.728699,1
57.969002,111.689941,-3.34625,-4.980222,60,-36.689941,2
43.028339,101.651184,-3.34625,-4.980222,60,-26.651184,2
28.087675,91.612427,-3.34625,-4.980222,60,-16.612427,1
23.107452,88.266174,-3.34625,-4.980222,65,-8.266174,1
13.147007,81.573669,-3.34625,-4.980222,70,3.426331,0
238.937317,185.133438,1.770047,-5.732969,45,-125.133438,2
233.204346,186.903488,1.770047,-5.732969,45,-126.903488,2
152.942749,172.529449,-1.770047,-5.732969,45,-112.529449,2
135.743835,167.219299,-1.770047,-5.732969,45,-107.219299,2
130.010864,165.449249,-1.770047,-5.732969,45,-105.449249,1
124.277893,163.679199,-1.770047,-5.732969,50,-98.679199,1
118.544922,161.909149,-1.770047,-5.732969,55,-91.909149,1
112.811951,160.139099,-1.770047,-5.732969,60,-85.139099,1
107.078979,158.369049,-1.770047,-5.732969,65,-78.369049,1
101.346008,156.598999,-1.770047,-5.732969,70,-71.598999,1
95.613037,154.828949,-1.770047,-5.732969,75,-64.828949,1
89.880066,153.058899,-1.770047,-5.732969,80,-58.058899,1
84.147095,151.288849,-1.770047,-5.732969,85,-51.288849,1
78.414124,149.518799,-1.770047,-5.732969,90,-44.518799,1
9.618477,128.278198,-1.770047,-5.732969,95,-18.278198,1
285.213989,141.240631,2.166171,-5.595329,75,-51.240631,2
156.521515,191.0625,2.166171,-5.595329,75,-101.0625,1
150.926193,192,-2.166171,-5.595329,80,-97,1
145.330872,189.833832,-2.166171,-5.595329,85,-89.833832,1
139.73555,187.667664,-2.166171,-5.595329,90,-82.667664,1
134.140228,185.501495,-2.166171,-5.595329,95,-75.501495,1
128.544907,183.335327,-2.166171,-5.595329,100,-68.335327,1
122.949577,181.169159,-2.166171,-5.595329,105,-61.169159,1
117.354248,179.002991,-2.166171,-5.595329,110,-54.002991,1
55.805626,155.17514,-2.166171,-5.595329,115,-25.17514,2
22.23365,142.178131,-2.166171,-5.595329,115,-12.178131,2
16.638321,140.011963,-2.166171,-5.595329,115,-10.011963,2
11.042992,137.845795,-2.166171,-5.595329,115,-7.845795,1
196.759384,111.069099,1.347623,-5.846702,90,-6.069099,1
190.912689,112.416725,1.347623,-5.846702,95,-2.416725,1
185.065994,113.764351,1.347623,-5.846702,100,1.235649,1
179.219299,115.111977,1.347623,-5.846702,105,4.888023,1
173.372604,116.459602,1.347623,-5.846702,110,8.540398,1
167.525909,117.807228,1.347623,-5.846702,115,12.192772,1
161.679214,119.154854,1.347623,-5.846702,120,15.845146,1
155.83252,120.50248,1.347623,-5.846702,125,19.49752,1
149.985825,121.850105,1.347623,-5.846702,130,23.149895,1
144.13913,123.197731,1.347623,-5.846702,135,26.802269,1
73.978714,139.369232,1.347623,-5.846702,140,15.630768,1
68.132011,140.716858,1.347623,-5.846702,145,19.283142,1
62.285309,142.064484,1.347623,-5.846702,150,22.935516,1
38.898499,147.454987,1.347623,-5.846702,155,22.545013,0
33.051796,148.802612,1.347623,-5.846702,150,16.197388,0
27.205093,150.150238,1.347623,-5.846702,145,9.849762,0
21.358391,151.497864,1.347623,-5.846702,140,3.502136,0
275.323914,65.133766,4.029004,-4.446023,75,24.866234,2
235.309708,101.394829,4.029004,-4.446023,75,-11.394829,2
208.63353,125.568871,4.029004,-4.446023,75,-35.568871,2
177.511322,153.771912,4.029004,-4.446023,75,-63.771912,2
168.619263,161.829926,4.029004,-4.446023,75,-71.829926,1
164.173233,165.858932,4.029004,-4.446023,80,-70.858932,1
159.727203,169.887939,4.029004,-4.446023,85,-69.887939,1
155.281174,173.916946,4.029004,-4.446023,90,-68.916946,1
150.835144,177.945953,4.029004,-4.446023,95,-67.945953,1
146.389114,181.97496,4.029004,-4.446023,100,-66.97496,1
141.943085,186.003967,4.029004,-4.446023,105,-66.003967,1
79.698753,143.651917,-4.029004,-4.446023,110,-18.651917,2
70.806709,135.593903,-4.029004,-4.446023,110,-10.593903,0
66.360687,131.564896,-4.029004,-4.446023,105,-11.564896,0
61.914665,127.535889,-4.029004,-4.446023,100,-12.535889,0
57.468643,123.506882,-4.029004,-4.446023,95,-13.506882,0
53.022621,119.477875,-4.029004,-4.446023,90,-14.477875,0
48.576599,115.448868,-4.029004,-4.446023,85,-15.448868,0
44.130577,111.419861,-4.029004,-4.446023,80,-16.419861,0
39.684555,107.390854,-4.029004,-4.446023,75,-17.390854,0
302,0,-4.709119,-3.718091,100,115,2
272.255371,32.963829,4.709119,-3.718091,100,82.036171,2
